issue_num,datetime,body,login,close_date
145,2015-12-18 18:00:23,"Hello, I wrote a tool that can validate README links (valid URLs, not duplicate). It can be run when someone submits a pull request. 

 It is currently being used by 
- https://github.com/vsouza/awesome-ios 
- https://github.com/matteocrippa/awesome-swift 
- https://github.com/dkhamsing/open-source-ios-apps 

Examples 
- https://travis-ci.org/matteocrippa/awesome-swift/builds/96526196 ok ✅
- https://travis-ci.org/matteocrippa/awesome-swift/builds/96722421 link redirected / rename 🔴
- https://travis-ci.org/dkhamsing/open-source-ios-apps/builds/96763135 bad link / project deleted 🔴
- https://travis-ci.org/dkhamsing/open-source-ios-apps/builds/95754715 dupe 🔴

If you are interested, connect this repo to https://travis-ci.org/ and add a [`.travis.yml`](https://github.com/dkhamsing/open-source-ios-apps/blob/master/.travis.yml) file to the project. 

See https://github.com/dkhamsing/awesome_bot for options, more information 
Feel free to leave a comment :smile:
",awesome-bot,2015-12-18 18:04:57
145,2015-12-18 18:04:44,"Awesome! Just did the needful. :+1: 
",prakhar1989,2015-12-18 18:04:57
145,2015-12-18 18:08:08,"@prakhar1989 remember to connect the repo to https://travis-ci.org/
Let me know if you need any help
",awesome-bot,2015-12-18 18:04:57
145,2015-12-18 18:08:58,"Yup! I have - https://travis-ci.org/prakhar1989/awesome-courses. You wanna raise a PR and give it a shot? :grinning: 
",prakhar1989,2015-12-18 18:04:57
145,2015-12-18 18:11:49,"Ok https://github.com/prakhar1989/awesome-courses/pull/146
",awesome-bot,2015-12-18 18:04:57
144,2015-12-16 23:02:08,"Update
",positiveintent,2015-12-16 23:19:50
143,2015-12-04 20:42:39,,caioteixeira,2017-03-19 20:49:34
142,2015-11-17 21:42:40,"**The last awesome course's link break, so i add one which I think is pretty good.**
**The network course of UC Berkeley should be highly recommended and be listed as awesome one as well**
",baochenhu,2015-11-18 03:34:13
142,2015-11-18 03:34:10,"Thanks! :+1: 
",prakhar1989,2015-11-18 03:34:13
141,2015-11-05 17:22:26,,ngzhian,2015-11-05 17:42:35
141,2015-11-05 17:29:35,"Thanks @ngzhian for the PR! This is a cool course, but I'm afraid its very similar to the [compilers](https://www.coursera.org/course/compilers) course on Coursera. Can you point out a few differences between the two? If both are similar, I'd prefer not to add this course to the list (for reasons, read [here](https://github.com/prakhar1989/awesome-courses/blob/master/CONTRIBUTING.md)).  
",prakhar1989,2015-11-05 17:42:35
141,2015-11-05 17:42:35,"I think they are identical, except that the resources are also available on the linked website, so you could take it without signing up for Coursera. Thanks for pointing out the reasons, they make sense, I'll close this PR then!
",ngzhian,2015-11-05 17:42:35
141,2015-11-05 17:47:07,"Thanks :+1: 
",prakhar1989,2015-11-05 17:42:35
140,2015-11-01 05:50:24,,royels,2015-11-01 13:00:16
140,2015-11-01 13:00:14,"Another course by Dan Grossman? This has to be awesome! Thanks for the PR! :+1: 
",prakhar1989,2015-11-01 13:00:16
140,2015-11-01 17:32:43,":smile: 
",royels,2015-11-01 13:00:16
139,2015-10-28 05:29:40,,imjching,2015-10-28 14:07:50
139,2015-10-28 14:07:48,"Thanks :+1: 
",prakhar1989,2015-10-28 14:07:50
138,2015-10-25 18:02:51,"Added courses from Berkeley, Stanford; fixed icon src
",lingawakad,2015-10-25 19:52:56
138,2015-10-25 19:52:54,"Thanks :+1: 
",prakhar1989,2015-10-25 19:52:56
137,2015-10-14 12:20:25,"Courses were removed after #136 
",tokeryberg,2015-10-14 13:34:30
137,2015-10-14 13:34:25,"Thanks for catching this! :+1: 
",prakhar1989,2015-10-14 13:34:30
136,2015-10-08 02:53:19,"Last pull request was sloppy, creating a new one
Added Security section, added course and rearranged existing courses
",lingawakad,2015-10-08 02:56:54
136,2015-10-08 02:56:51,"Thanks Noah! Merging now. :+1: 
",prakhar1989,2015-10-08 02:56:54
135,2015-10-07 00:38:46,"sectioned out security, and added a course from MIT
",lingawakad,2015-10-08 02:51:35
135,2015-10-07 21:03:50,"Thanks for the PR! For some reason, all the icons / images in the readme are pointing to a wrong link and hence showing a broken image thumbnail. Can you please check this and update the PR?
",prakhar1989,2015-10-08 02:51:35
135,2015-10-08 01:51:29,"Sorry, still learning GH! I believe it's fixed now
",lingawakad,2015-10-08 02:51:35
135,2015-10-08 02:10:24,"No problem! This looks good. One small thing though - do you mind [squashing](http://gitready.com/advanced/2009/02/10/squashing-commits-with-rebase.html) your commits into one? Keeps the commit history clean.
",prakhar1989,2015-10-08 02:51:35
134,2015-10-06 18:24:20,"Practical Concurrent and Parallel Programming
",tokeryberg,2015-10-06 18:35:31
134,2015-10-06 18:35:29,"I've seen Java in courses similar to this before but teaching students Erlang and Akka is damn cool. Thanks a lot for sending the PR! :+1: 
",prakhar1989,2015-10-06 18:35:31
133,2015-10-04 11:34:56,,vshan,2015-10-04 11:52:48
133,2015-10-04 11:52:47,"Thanks for the PR! :+1: 
",prakhar1989,2015-10-04 11:52:48
132,2015-09-20 07:19:01,,CruiseDevice,2015-10-17 05:18:58
132,2015-09-20 13:04:52,"Hi @CruiseDevice 

Thanks for the PR! Two quick things - 
1. Please add links to programming assignments, lecture notes etc in the correct format. You can checkout how it is done with other courses.
2. Squash all your commits into one so that the git history looks clean.

Let me know if you have any queries.
",prakhar1989,2015-10-17 05:18:58
131,2015-08-30 11:02:03,"Courses offered by University of Washington are now made private & hence can't be viewed publicly. Same is the thing with UIUC video for lectures.
",solveris,2015-09-03 14:22:05
131,2015-09-03 14:22:22,"Issue is solved
",solveris,2015-09-03 14:22:05
130,2015-08-26 09:33:17,"The course link is http://www.cs.cmu.edu/~epxing/Class/10708/lecture.html.

Lecture videos of PGM (Spring 2014) can be found [here](https://mediatech-stream.andrew.cmu.edu/Mediasite/Catalog/Full/33ec284c7d3b42bdaa51dd42deacb1e621).
",mingloo,2016-07-21 15:18:27
130,2016-04-12 14:17:32,"Merged in #180 
",liquidmetal,2016-07-21 15:18:27
130,2016-04-12 14:18:55,"@mingloo did you already work through the assignments? Want to form a study group?
",liquidmetal,2016-07-21 15:18:27
130,2016-07-21 15:14:29,"Should this issue be marked ""closed""?
",awelch83,2016-07-21 15:18:27
130,2016-07-21 15:18:26,"Closing this now. Thanks @awelch83!
",prakhar1989,2016-07-21 15:18:27
129,2015-08-25 17:22:54,"IIRC this is one of the earliest attempts at an online university:
http://aduni.org/

The CS Theory course and the algorithms course led by Shai Simmons are particularly good:
http://aduni.org/courses/theory/
http://aduni.org/courses/algorithms/

I used these to prepare for the Subject GRE CS exam and they paid off pretty well for my graduate degree program later on.
",itissid,
128,2015-08-23 06:50:53,"Hi Guys,

I'm looking for a self-paced static analysis course. If anyone knows about it, please add in the course list.

Thanks in advance!
",sajid-dsi,2015-10-17 05:19:08
127,2015-08-10 23:50:14,"Thank you for creating this great list. I believe that the CS107 ""Computer Organization & Systems"" Lecture Videos link to CS107 ""Programming Paradigms"" which is an older version of the course that contains substantially different content.
",mrcoder16,
127,2015-08-11 04:53:55,"You are right. The course website for [CS107](https://see.stanford.edu/Course/CS107/) is much different. I guess it needs to be renamed to Programming Paradigms and the link should be updated to this one. 
",prakhar1989,
126,2015-08-08 15:28:44,"http://www.ini740.com/F14/index.html is not accessible  - the correct link should be http://www.ini740.com/F15/index.html
",bhalothia,2015-08-08 15:30:57
126,2015-08-08 15:31:19,"Fixed. Thanks :+1: 
",prakhar1989,2015-08-08 15:30:57
126,2015-08-08 15:32:46,"Oh I was about to send you a pull request. ;) Thanks!
",bhalothia,2015-08-08 15:30:57
126,2015-08-08 15:33:42,"Haha! Next time you can beat me to it :wink: 
",prakhar1989,2015-08-08 15:30:57
125,2015-07-21 18:44:08,,sumitbhanushali,2015-07-21 18:47:13
125,2015-07-21 18:47:11,"Appreciated! :beers: 
",prakhar1989,2015-07-21 18:47:13
124,2015-07-17 06:38:24,"Another course from Berkeley that has nice public lecture notes and assignments!
",cyshih,2015-07-17 06:45:35
124,2015-07-17 06:45:28,"Thanks! :+1: 
",prakhar1989,2015-07-17 06:45:35
123,2015-07-15 10:05:07,"The website is somewhat new and contains a bunch of information on the actual UC Berkeley on-campus offering of CS188 Artificial Intelligence, including lecture videos, projects and exams. 

This is quite different from the edX offering CS188.1x in that this site contains public comprehensive materials of the whole course whereas CS188.1x only offers half of the topics that is taught in the on-campus offering. 
",cyshih,2015-07-17 06:12:56
123,2015-07-15 10:25:09,"Looks great! Before I merge though, can you please [squash](http://stackoverflow.com/questions/5189560/squash-my-last-x-commits-together-using-git) the commits into one and re-send the PR? Thanks! :+1: 
",prakhar1989,2015-07-17 06:12:56
123,2015-07-17 01:23:23,"Completed. Thanks!
",cyshih,2015-07-17 06:12:56
122,2015-06-30 13:29:58,"The link is dead. :skull: 
",aaronwinter,2015-07-08 19:34:23
122,2015-07-01 01:02:04,"Then remove it and submit a pull request

Sent from my iPhone

On Jun 30, 2015, at 8:30, Aaron notifications@github.com wrote:

The link is dead. 

—
Reply to this email directly or view it on GitHub.
",awelch83,2015-07-08 19:34:23
122,2015-07-08 18:44:23,"https://courseware.stanford.edu/pg/courses/lectures/371747
",solveris,2015-07-08 19:34:23
122,2015-07-08 19:34:23,"@solveris Updated the link. Thanks! :+1: 
",prakhar1989,2015-07-08 19:34:23
121,2015-06-29 07:56:37,"Programming Practice Using Scala
",laituan245,2015-06-29 12:55:05
121,2015-06-29 12:55:03,"Thanks!
",prakhar1989,2015-06-29 12:55:05
120,2015-06-23 15:18:43,"Added a link to the 2011 videos page for MIT 6.828 Operating Systems Course
",woodstok,2015-06-23 16:27:33
120,2015-06-23 16:27:28,"Thanks! 
",prakhar1989,2015-06-23 16:27:33
119,2015-06-19 05:45:36,,praveenvvstgy,2015-06-19 12:15:02
119,2015-06-19 12:15:02,"@praveenvvstgy An older installment of this course (2011) is already there by the name of 15-781. I have updated the old course by the new one myself. Thanks for the PR, though :+1: 
",prakhar1989,2015-06-19 12:15:02
119,2015-06-19 13:27:46,"@prakhar1989 there is a difference between 15-781 (also called 10-701) and 10-601, I think we should retain both the courses. Here is a [quora answer](https://www.quora.com/Which-is-better-at-CMU-10-601-or-10-701) which briefly states the difference between the two courses.
",praveenvvstgy,2015-06-19 12:15:02
118,2015-06-05 12:26:53,"I took this course via coursera, but found that most of the materials are available on the course webpage as well.

http://www.stanford.edu/class/cs143/
",ngzhian,2015-11-05 17:22:46
118,2015-11-05 15:38:32,"You should probably issue a Pull Request rather than opening an issue.
",tombusby,2015-11-05 17:22:46
118,2015-11-05 17:22:46,"Good point, made a PR #141 
",ngzhian,2015-11-05 17:22:46
117,2015-06-04 08:29:33,"Part of CSC 253: Dynamic Languages and Software Development at the University of Rochester. [Recommended via twitter from Python Language BDFL Guido Van Rossum](https://twitter.com/gvanrossum/status/605529111512023040)
",quobit,2015-06-04 08:48:40
117,2015-06-04 08:48:37,"Thanks! :+1: 
",prakhar1989,2015-06-04 08:48:40
117,2015-06-04 09:43:44,"You're welcome! :smile:
",quobit,2015-06-04 08:48:40
116,2015-06-02 10:08:04,"Updating
",diddierh,2015-07-16 15:55:09
116,2015-06-02 10:08:33,".
",diddierh,2015-07-16 15:55:09
116,2015-06-02 10:08:41,"oikk
",diddierh,2015-07-16 15:55:09
115,2015-05-25 17:53:29,"Purely functional data structures and functional reactive programming
",soupi,2015-05-25 17:56:33
115,2015-05-25 17:56:28,"A course that teach FP with Elm? Wow, that's absolutely cutting edge! :grinning: 

Thanks for the PR :+1: 
",prakhar1989,2015-05-25 17:56:33
115,2015-05-25 18:08:45,"Gladly, Thanks for the repo! it's really great!
",soupi,2015-05-25 17:56:33
115,2015-05-25 18:10:31,"Haha! No need to thank me - a ton of awesome contributors added these cool courses. I'm glad you find it helpful.
",prakhar1989,2015-05-25 17:56:33
114,2015-05-22 07:59:40,,arne-cl,2015-05-22 09:06:28
114,2015-05-22 09:06:26,"Thanks :+1: 
",prakhar1989,2015-05-22 09:06:28
113,2015-05-19 05:00:52,"cs241 video lectures no longer available i just removed the icon
",diddierh,2015-05-19 05:39:03
113,2015-05-19 05:39:00,"Thanks for the update :+1: 
",prakhar1989,2015-05-19 05:39:03
112,2015-05-16 08:51:59,,arne-cl,2015-05-16 10:38:12
111,2015-05-15 21:08:15,,arne-cl,2015-05-16 10:37:03
111,2015-05-16 10:37:00,"Looks like a great course. Thanks for the addition! :+1: 
",prakhar1989,2015-05-16 10:37:03
110,2015-05-09 00:53:12,"Awesome course from stanford about a very hot topic in CS research. Lecture videos, assignments and notes inclusive!
",daviddao,2015-05-09 05:41:22
110,2015-05-09 05:41:19,"This couldn't have come at a better time. I'm sure this is going to super useful to me as grad student. Thanks a lot, David!
",prakhar1989,2015-05-09 05:41:22
109,2015-05-08 09:00:54,"Structure and Interpretation of Computer Programs
",robbyoconnor,2015-10-17 05:18:58
109,2015-05-08 09:54:32,"@robbyoconnor: Hey Robby, MIT 6.001 is a popular course which is based on the same book - SICP. The version on OCW even has videos by authors themselves - http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-001-structure-and-interpretation-of-computer-programs-spring-2005/video-lectures/. I feel the OCW course is more comprehensive than this one.  Let me know what you think.
",prakhar1989,2015-10-17 05:18:58
109,2015-05-09 03:53:37,"I'd be more than happy to close this but I also have this bias that there should be more variety...I wouldn't be offended if you closed this -- it's your call. 
",robbyoconnor,2015-10-17 05:18:58
109,2015-10-17 05:26:44,"No issues :) 
",robbyoconnor,2015-10-17 05:18:58
109,2015-10-17 05:27:38,":)
On Oct 17, 2015 1:26 AM, ""robbyoconnor"" notifications@github.com wrote:

> No issues :)
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/prakhar1989/awesome-courses/pull/109#issuecomment-148886908
> .
",prakhar1989,2015-10-17 05:18:58
108,2015-04-12 22:40:00,"Changed ""explainations"" to ""explanations""

BEFORE:
Mostly Racket and C, and a bit of Java, with explainations on how high level functional programming concepts relate to the design of OOP programs.

AFTER:
Mostly Racket and C, and a bit of Java, with explanations on how high level functional programming concepts relate to the design of OOP programs.
",rockytang,2015-04-13 04:07:33
108,2015-04-13 04:07:30,"Thanks! :+1: 
",prakhar1989,2015-04-13 04:07:33
107,2015-04-07 01:54:25,"Scott Aaronsons' really awesome 'Great Ideas in Theoretical Computer Science'
",matt-auld,2015-04-07 03:42:22
107,2015-04-07 03:42:20,"Thanks! :+1: 
",prakhar1989,2015-04-07 03:42:22
106,2015-03-18 17:26:11,"Add Great Ideas in Computer Architecture (Machine Structures). Spring 2015, UC Berkeley
",robbyoconnor,2015-03-23 09:02:56
106,2015-03-23 09:02:52,"Sorry for falling behind on these PRs, people. Will start merging soon. Thanks again :+1: 
",prakhar1989,2015-03-23 09:02:56
105,2015-03-15 14:34:55,,dorafmon,2015-03-23 09:06:33
105,2015-03-23 09:06:33,"Hi @dorafmon, since there are already a couple of FP / Ocaml courses with more content than this course, I'll be closing this PR for now.

Thanks!
",prakhar1989,2015-03-23 09:06:33
104,2015-03-14 14:16:53,,praveenvvstgy,2015-03-23 09:03:28
104,2015-03-23 09:03:27,"Thanks! :+1: 
",prakhar1989,2015-03-23 09:03:28
103,2015-03-14 00:10:10,"add 15-410, 15-210, 15-251 from CMU
",haochuan,2015-10-17 05:18:58
103,2015-04-16 04:31:51,"You might want to resolve merge conflicts. 
",robbyoconnor,2015-10-17 05:18:58
102,2015-03-12 18:07:08,"add 15-213: Intro to Computer System from CMU
",haochuan,2015-03-13 04:28:38
102,2015-03-13 03:05:32,"awesome:)
",detailyang,2015-03-13 04:28:38
102,2015-03-13 03:15:29,"Great list man! I will add more soon.

Best

Haochuan

On Thu, Mar 12, 2015 at 8:06 PM, detailyang notifications@github.com
wrote:

> ## awesome:)
> 
> Reply to this email directly or view it on GitHub:
> https://github.com/prakhar1989/awesome-courses/pull/102#issuecomment-78768179
",haochuan,2015-03-13 04:28:38
101,2015-03-08 14:11:17,,samyak-268,2015-03-23 09:08:12
101,2015-03-23 09:08:10,"The videos look great. Thanks for the addition!
",prakhar1989,2015-03-23 09:08:12
101,2015-03-23 09:16:14,":+1: 
",samyak-268,2015-03-23 09:08:12
100,2015-03-08 01:47:08,"https://cseweb.ucsd.edu/classes/wi12/cse230-a/
",dimitar9,2015-04-16 05:50:19
100,2015-03-23 08:59:31,"Add it yourself and make a Pull request! 
",robbyoconnor,2015-04-16 05:50:19
100,2015-04-16 05:49:30,"Can we close this?
",anubiann00b,2015-04-16 05:50:19
100,2015-04-16 05:50:19,"Your wish is my command :grinning: 
",prakhar1989,2015-04-16 05:50:19
99,2015-03-04 10:41:08,"Add .DS_Store to .gitignore -- this prevents it from ever happening again.
",robbyoconnor,2015-03-23 09:06:41
99,2015-04-07 08:22:28,"thx.
",detailyang,2015-03-23 09:06:41
98,2015-03-02 05:51:27,"Add Programming Languages course at Northeastern University
",robbyoconnor,2015-04-16 05:42:49
98,2015-04-16 04:31:31,"poke 
",robbyoconnor,2015-04-16 05:42:49
98,2015-04-16 04:44:10,"Oops! Somehow this fell through my queue. I'm on the road right now. I'll
get soon on a comp and merge this. Sorry!
On Apr 16, 2015 7:31 AM, ""robbyoconnor"" notifications@github.com wrote:

> poke
> 
> —
> Reply to this email directly or view it on GitHub
> https://github.com/prakhar1989/awesome-courses/pull/98#issuecomment-93637101
> .
",prakhar1989,2015-04-16 05:42:49
97,2015-03-01 12:24:27,"Add CS61A from UC Berkeley; also tweak the name of the school for CS 61B from Berkeley -> UC Berkeley 
",robbyoconnor,2015-03-01 14:12:57
97,2015-03-01 14:12:55,"Thanks! :+1: 
",prakhar1989,2015-03-01 14:12:57
96,2015-02-25 16:32:27,,smihir,2015-02-25 16:34:56
96,2015-02-25 16:34:42,"Looks like a great course (although I wish the lecture videos didn't require silverlight!). Thanks :+1: 
",prakhar1989,2015-02-25 16:34:56
96,2015-02-25 16:45:36,"The silverlight thing is a turnoff :(, I  don't know how it fares on Linux...
",smihir,2015-02-25 16:34:56
95,2015-02-16 23:34:56,"Compilers course with full video lectures.
",mx,2015-02-17 04:05:55
95,2015-02-17 04:05:53,"Thanks! :+1: 
",prakhar1989,2015-02-17 04:05:55
94,2015-02-10 15:29:11,"@prakhar1989 To answer your concerns from #93, I agree that courses which offer assignments and lectures, in addition to readings, are more useful. I still think, however, that CS 6650 serves a purpose, because this subject matter isn't currently addressed by any other course listed in the readme. In the future, if someone finds a course on this subject that does have assignments to go with it, they will hopefully delete my entry and replace it with their own. Aside from that, I also got rid of the extra bullet point that I somehow created at line 615, in pr #93.

@robbyoconnor I deleted .DS_Store, as you mentioned. I'm not sure why, or how, that file somehow finds its way into my commits from time to time.
",awelch83,2015-02-11 15:57:49
94,2015-02-11 12:43:04,"@awelch83  .DS_Store ""(short for Desktop Services Store)[1] is a hidden file with a proprietary format created by OS X to store custom attributes of a folder such as the position of icons or the choice of a background image""  [Wikipedia](https://en.wikipedia.org/wiki/.DS_Store)

Bottomline, they will keep coming back because they are generated automatically by the OS. To avoid that, you should use  `gitignore` files. This [link](http://git-scm.com/docs/gitignore) will help you overcome this issue.
",ahmadassaf,2015-02-11 15:57:49
94,2015-02-11 15:38:11,"@prakhar1989 Problem fixed. There was no duplicate of CSCI 104, but I did find a duplicated of CS 4820, which I removed.
",awelch83,2015-02-11 15:57:49
94,2015-02-11 15:38:53,"Thanks @ahmadassaf. I'm going to read about gitignore later today.
",awelch83,2015-02-11 15:57:49
94,2015-02-11 15:57:46,"Thanks! Merging this now :grinning: 
",prakhar1989,2015-02-11 15:57:49
93,2015-02-09 15:38:59,"With this pull request, I'm submitting numerous additional courses from Cornell University.
",awelch83,2015-02-10 14:54:41
93,2015-02-10 15:30:24,"@prakhar1989 and @robbyoconnor - I created a new pull request, addressing these issues.
",awelch83,2015-02-10 14:54:41
92,2015-02-07 16:23:26,,arne-cl,2015-02-08 05:01:15
92,2015-02-08 05:01:13,"Thanks! :sparkles: 
",prakhar1989,2015-02-08 05:01:15
91,2015-02-07 13:42:38,,arne-cl,2015-02-07 13:48:30
91,2015-02-07 13:48:24,"Thanks :+1: 
",prakhar1989,2015-02-07 13:48:30
90,2015-02-05 12:25:19,"to keep consistency and prevent `trim_trailing_whitespace`
",marcobiedermann,2015-10-17 05:18:33
89,2015-02-05 12:24:35,,marcobiedermann,2015-10-17 05:18:33
88,2015-02-02 07:08:25,"Couldn't find any course code, so named it ""VU: Distributed Systems"" with video screencasts
",souptikji,2015-02-02 10:36:04
88,2015-02-02 10:36:01,"Thanks!
",prakhar1989,2015-02-02 10:36:04
87,2015-01-31 19:23:19,,tanwanirahul,2015-02-01 07:56:29
87,2015-02-01 07:56:25,"This looks fantastic! Thanks for the addition! :+1: 
",prakhar1989,2015-02-01 07:56:29
86,2015-01-31 16:36:10,,BhavdeepSethi,2015-02-01 16:17:41
86,2015-02-01 08:02:41,"Thanks for the PR, Bhavdeep. Can you kindly fix the merge conflicts so that I can merge? 
",prakhar1989,2015-02-01 16:17:41
86,2015-02-01 14:48:54,"Updated the request. 
",BhavdeepSethi,2015-02-01 16:17:41
86,2015-02-01 16:17:37,"Thanks :+1: 
",prakhar1989,2015-02-01 16:17:41
85,2015-01-30 00:51:27,,themattchan,2015-02-02 13:07:35
85,2015-02-01 08:04:07,"Thanks for the PR, Matt. Could you please add links to assignments and lectures notes below the course description?  
",prakhar1989,2015-02-02 13:07:35
85,2015-02-02 12:56:27,"Done!
",themattchan,2015-02-02 13:07:35
85,2015-02-02 12:57:06,"Idk if this should be under programming languages or intro though... it's a bit of both, but more intro
",themattchan,2015-02-02 13:07:35
85,2015-02-02 12:58:50,"Looks better in intro, IMO. Btw, do we need two links if they are some or would one do?
",prakhar1989,2015-02-02 13:07:35
85,2015-02-02 13:05:21,"Moved from PL -> intro
",themattchan,2015-02-02 13:07:35
85,2015-02-02 13:06:41,"They're two courses meant to be taken in succession, so I think two links would be better. (Also they're two different pages)
",themattchan,2015-02-02 13:07:35
85,2015-02-02 13:07:32,"Oh my bad! Thanks, Matt. I'll merge this right away :sparkles: 
",prakhar1989,2015-02-02 13:07:35
84,2015-01-30 00:36:33,"Add University of Southern California CSCI 104 class.
",robbyoconnor,2015-02-02 04:29:23
84,2015-01-30 06:55:55,"Thanks for the PR Robby. Can you please send this as one commit instead of four? Thanks!
",prakhar1989,2015-02-02 04:29:23
84,2015-01-30 14:23:44,"@robbyoconnor Check out [this link](http://bit.ly/1qW0nJ7)
",awelch83,2015-02-02 04:29:23
84,2015-02-02 01:00:00,"@awelch83, thank you <3 
@prakhar1989  Fixed :) 
",robbyoconnor,2015-02-02 04:29:23
84,2015-02-02 04:29:20,"Thanks! 
",prakhar1989,2015-02-02 04:29:23
83,2015-01-29 19:42:59,"The icon tooltips will make it so that readers won't have to scroll back up to the top of the document to view the legend (hover over an icon to see the effect).

In CONTRIBUTING.md, I added a section titled ""Things To Keep In Mind"" - figuring that that's a list that can be added to as time goes on.
",awelch83,2015-01-29 22:42:39
83,2015-01-29 22:42:25,"Thanks for the effort, Aaron! :+1:
",prakhar1989,2015-01-29 22:42:39
83,2015-01-29 22:53:17,"No worries - I enjoy contributing. I've got a separate branch that I'm working on adding a ton of courses to right now. I'll probably be done with that in a week or so
",awelch83,2015-01-29 22:42:39
82,2015-01-27 01:56:40,"How should I merge in the new CS 193p course from stanford that deals with ios8/swift development if last year's CS 193p course on ios7/objective-c development is still very relevant?

EDIT: I see that prakhar1989 already put in a link as part of the original course. closing.
",rajohns08,2015-01-27 01:58:35
81,2015-01-26 07:42:57,,praveenvvstgy,2015-01-26 10:20:53
81,2015-01-26 10:20:49,"Looks great! Thanks
",prakhar1989,2015-01-26 10:20:53
80,2015-01-23 05:23:15,,manojpandey,2015-01-23 08:18:17
80,2015-01-23 08:18:17,"Hi Manoj, I'm afraid I can't merge this as this course is identical to Prof Roughgarden's [course](https://www.coursera.org/course/algo) on Coursera. You can refer to the [contribution guidelines](https://github.com/prakhar1989/awesome-courses/blob/master/CONTRIBUTING.md) to know more.
",prakhar1989,2015-01-23 08:18:17
79,2015-01-21 21:04:10,,rajohns08,2015-01-22 08:48:46
79,2015-01-22 08:48:42,"Thanks! :+1:
",prakhar1989,2015-01-22 08:48:46
78,2015-01-21 20:57:18,,rajohns08,2015-01-21 20:59:15
78,2015-01-21 20:59:15,"closing pull request - not alphabetized
",rajohns08,2015-01-21 20:59:15
77,2015-01-20 01:08:39,,ChristosChristofidis,2015-01-20 08:32:21
77,2015-01-20 08:32:19,"Thanks!
",prakhar1989,2015-01-20 08:32:21
76,2015-01-19 00:36:30,,ChristosChristofidis,2015-01-20 08:32:57
76,2015-01-19 04:09:55,"Thanks for the PR Christos. Do you mind sending the PR as one commit rather than several? You all need to add `-` before each line to make it a bullet. Thanks!
",prakhar1989,2015-01-20 08:32:57
76,2015-01-20 01:09:29,"Ok, done.
",ChristosChristofidis,2015-01-20 08:32:57
75,2015-01-18 14:28:14,,tartakynov,2015-01-18 16:34:00
75,2015-01-18 14:52:45,"+1
",JaredCubilla,2015-01-18 16:34:00
75,2015-01-18 16:24:20,"Yea I Think So too
",theo4u,2015-01-18 16:34:00
75,2015-01-18 16:33:57,"Makes sense. Merged!
",prakhar1989,2015-01-18 16:34:00
74,2015-01-17 12:28:45,,sairampola,2015-01-18 07:26:09
73,2015-01-15 23:47:50,,janusmalone,2015-01-16 04:10:33
72,2015-01-15 23:47:46,,janusmalone,2015-01-16 04:10:23
71,2015-01-15 23:31:37,"added software architecture design course by Bedir Tekinerdoğan
",szdmr,2015-01-18 07:30:15
71,2015-01-16 06:57:32,"now it should be ok
",szdmr,2015-01-18 07:30:15
71,2015-01-18 07:30:20,"Thanks!
",prakhar1989,2015-01-18 07:30:15
70,2015-01-14 15:01:06,,awelch83,2015-01-14 15:34:17
70,2015-01-14 15:34:14,"Thanks Aaron!
",prakhar1989,2015-01-14 15:34:17
70,2015-01-14 15:39:30,"No problem :)

I'm still kind of new to github. If I'm making several changes to a file, as was the case here, is it better to roll them all into a single commit, or to make separate commits for spacing, alphabetization, etc, and then send them in a single pull request?
",awelch83,2015-01-14 15:34:17
70,2015-01-14 16:29:45,"There are no hard and fast rules, but typically logically related set of changes can (and should) be bundled in one commit. The (slight) problem in the above PR was that my earlier merge commits were sent again. Ideally, to get the latest set of changes from upstream, try doing `git pull --rebase` instead of a `git pull`. That would have just been one commit instead of 5 which it is showing now.
",prakhar1989,2015-01-14 15:34:17
70,2015-01-14 16:38:35,"Thanks - that was another question that I had - about those 4 other commits. I just wasn't sure how to ask it. I'm using a program called Tower 2 for mac right now, but maybe it'd be better to do what I need to do via the command line instead
",awelch83,2015-01-14 15:34:17
69,2015-01-14 04:10:56,"Images+sorted
",samarjeet,2015-01-14 04:12:21
69,2015-01-14 04:12:18,"Thanks!
",prakhar1989,2015-01-14 04:12:21
68,2015-01-13 15:56:12,"Adjunct professor Richard Schneemam has open sourced his Ruby on Rails course that he teaches at The University of Texas. He hosts it on his site. This is more of an elective than a core class.
",tgaeta,2015-01-13 16:00:09
68,2015-01-13 16:00:07,"Looks great! Appreciate the PR :+1: 
",prakhar1989,2015-01-13 16:00:09
68,2015-01-13 16:59:52,"Happy to help :)
",tgaeta,2015-01-13 16:00:09
67,2015-01-12 08:02:31,,haseebr,2015-01-13 16:04:34
67,2015-01-13 16:04:34,"Hi @HaseebR thanks for the PR. Unfortunately, I can't merge this as this course is identical to Prof Andrew Ng's [course](https://www.coursera.org/course/ml) on Coursera. You can refer to this [section](https://github.com/prakhar1989/awesome-courses#contributing) for the contribution guidelines.
",prakhar1989,2015-01-13 16:04:34
67,2015-01-15 06:09:12,"The course on coursera is a stripped down version of the course on Stanford's website. It's a tad more rigorous compared to it's coursera version.
",haseebr,2015-01-13 16:04:34
66,2015-01-12 06:55:41,,zhongweiy,2015-01-13 16:01:14
66,2015-01-12 07:44:13,"@awelch83 thanks, it is updated now.
",zhongweiy,2015-01-13 16:01:14
